"StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","fam1","fam2","fam3","fam4","scalar_anchorAll_s1","scalar_probeEarly_s2","scalar_critical_s3","scalar_shape1","scalar_someAll_s4","scalar_critical_s5","scalar_shape2","scalar_noneSome_s6","scalar_noneVis_s7","scalar_criticalOneSet_s8","scalar_probe_s9","number_anchorFive_s1","number_probeEarly_s2","number_critical_s3","number_shape1","number_twoMore_s4","number_critical_s5","number_shape2","number_oneTwo_s6","number_threeVis_s7","number_critical_s8","number_probe_s9","first_language","first_term"
"Start Date","End Date","Response Type","IP Address","Progress","Duration (in seconds)","Finished","Recorded Date","Response ID","Recipient Last Name","Recipient First Name","Recipient Email","External Data Reference","Location Latitude","Location Longitude","Distribution Channel","User Language","fam1","fam2","fam3","fam4","scalar_anchorAll_s1","scalar_probeEarly_s2","scalar_critical_s3","scalar_shape1","scalar_someAll_s4","scalar_critical_s5","scalar_shape2","scalar_noneSome_s6","scalar_noneVis_s7","scalar_criticalOneSet_s8","scalar_probe_s9","number_anchorFive_s1","number_probeEarly_s2","number_critical_s3","number_shape1","number_twoMore_s4","number_critical_s5","number_shape2","number_oneTwo_s6","number_threeVis_s7","number_critical_s8","number_probe_s9","first_language","first_term"
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""fam1""}","{""ImportId"":""fam2""}","{""ImportId"":""fam3""}","{""ImportId"":""fam4""}","{""ImportId"":""scalar_anchorAll_s1""}","{""ImportId"":""scalar_probeEarly_s2""}","{""ImportId"":""scalar_critical_s3""}","{""ImportId"":""scalar_shape1""}","{""ImportId"":""scalar_someAll_s4""}","{""ImportId"":""scalar_critical_s5""}","{""ImportId"":""scalar_shape2""}","{""ImportId"":""scalar_noneSome_s6""}","{""ImportId"":""scalar_noneVis_s7""}","{""ImportId"":""scalar_criticalOneSet_s8""}","{""ImportId"":""scalar_probe_s9""}","{""ImportId"":""number_anchorFive_s1""}","{""ImportId"":""number_probeEarly_s2""}","{""ImportId"":""number_critical_s3""}","{""ImportId"":""number_shape1""}","{""ImportId"":""number_twoMore_s4""}","{""ImportId"":""number_critical_s5""}","{""ImportId"":""number_shape2""}","{""ImportId"":""number_oneTwo_s6""}","{""ImportId"":""number_threeVis_s7""}","{""ImportId"":""number_critical_s8""}","{""ImportId"":""number_probe_s9""}","{""ImportId"":""first_language""}","{""ImportId"":""first_term""}"
"2026-09-03 12:41:42","2026-09-03 12:41:42","IP Address","","100","189","True","2026-09-03 12:41:42","R_aSsxAaQGilJiDOT","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 12:47:04","2026-09-03 12:47:04","IP Address","","100","224","True","2026-09-03 12:47:04","R_QUVrZGO1Q4FtzCB","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","1","3","1","2","3","2","3","3","1","1","3","3","2","2","3","3","","scalar"
"2026-09-03 12:52:06","2026-09-03 12:52:06","IP Address","","100","226","True","2026-09-03 12:52:06","R_DUbc4EBoskyOpOC","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","2","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 12:56:44","2026-09-03 12:56:44","IP Address","","100","345","True","2026-09-03 12:56:44","R_QLzRaTtVZPtTiEe","","","","","","","anonymous","EN","3","1","2","2","2","2","3","2","2","3","1","1","3","3","3","2","1","3","2","1","3","1","3","2","3","3","1","scalar"
"2026-09-03 12:59:23","2026-09-03 12:59:23","IP Address","","100","273","True","2026-09-03 12:59:23","R_fEuXYrbFvOqSmdx","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","1","2","3","2","1","3","3","2","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 13:03:57","2026-09-03 13:03:57","IP Address","","100","238","True","2026-09-03 13:03:57","R_q8mF3NrxTWI5J3J","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","2","scalar"
"2026-09-03 13:06:09","2026-09-03 13:06:09","IP Address","","100","309","True","2026-09-03 13:06:09","R_FjTgMk3drydezmJ","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","2","3","3","2","1","3","3","2","3","3","1","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 13:12:24","2026-09-03 13:12:24","IP Address","","100","246","True","2026-09-03 13:12:24","R_PceTDssFblpEfpD","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","3","3","2","1","3","3","2","3","3","2","1","3","3","2","2","3","3","1","number"
"2026-09-03 13:18:42","2026-09-03 13:18:42","IP Address","","100","241","True","2026-09-03 13:18:42","R_tFvsTLh78Sw5cPc","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","1","2","2","3","3","2","scalar"
"2026-09-03 13:19:27","2026-09-03 13:19:27","IP Address","","100","286","True","2026-09-03 13:19:27","R_nfX6iLSAHUD1w2I","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","3","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 13:26:17","2026-09-03 13:26:17","IP Address","","100","225","True","2026-09-03 13:26:17","R_SkY5DVQXcPv5rFf","","","","","","","anonymous","EN","1","1","3","3","1","3","3","1","1","3","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","number"
"2026-09-03 13:28:21","2026-09-03 13:28:21","IP Address","","100","397","True","2026-09-03 13:28:21","R_3UvCST2Mk2p8vOu","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","1","2","3","2","1","2","3","2","3","3","1","1","3","1","2","2","3","3","1","number"
"2026-09-03 13:32:28","2026-09-03 13:32:28","IP Address","","100","349","True","2026-09-03 13:32:28","R_JzQv9o0Sl1tbRhx","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","1","3","3","2","2","3","3","1","scalar"
"2026-09-03 13:33:57","2026-09-03 13:33:57","IP Address","","100","293","True","2026-09-03 13:33:57","R_l9KR3EivRk01DUb","","","","","","","anonymous","EN","1","1","3","3","2","3","2","1","1","2","3","2","1","2","3","2","3","3","1","3","3","3","2","2","3","3","2","number"
"2026-09-03 13:34:36","2026-09-03 13:34:36","IP Address","","100","174","True","2026-09-03 13:34:36","R_PA7gQmbGhR2GvdR","","","","","","","anonymous","EN","1","1","3","3","2","3","3","1","1","2","3","2","1","3","3","2","3","3","1","1","3","3","2","2","3","3","2","number"
